Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating,Visibility Category
Regular,FDN46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,7.21,103.13,4.4,Low Visibility
Regular,FDI58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.071,7.64,95.01,4.4,High Visibility
Regular,FDM57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076,11.65,85.19,4.4,High Visibility
Regular,FDY33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.098,14.5,159.73,4.4,High Visibility
Low Fat,FDU02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.103,13.35,229.94,4.4,High Visibility
Regular,FDD32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041,17.7,80.83,4.4,Low Visibility
Regular,FDB57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.019,20.25,220.58,4.4,Low Visibility
Low Fat,NCP06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039,20.7,152.84,4.4,Low Visibility
Low Fat,FDV23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.106,11.0,126.0,4.4,High Visibility
Low Fat,FDH38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,6.425,115.58,4.4,Low Visibility
Low Fat,FDX37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063,16.2,100.37,4.4,High Visibility
Low Fat,FDN02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.074,16.5,207.26,4.4,High Visibility
Low Fat,FDU04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.006,7.93,121.54,4.4,Low Visibility
Low Fat,FDX40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,12.85,38.32,4.4,Low Visibility
Low Fat,FDX20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043,7.365,225.17,4.4,Low Visibility
Low Fat,FDX55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055,15.1,216.12,4.4,High Visibility
Low Fat,DRK11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011,8.21,149.54,4.4,Low Visibility
Low Fat,DRL23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015,18.35,105.29,4.4,Low Visibility
Low Fat,NCN05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014,8.235,184.8,4.4,Low Visibility
Low Fat,NCH43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071,8.42,216.02,4.4,High Visibility
Low Fat,FDA33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034,6.48,147.01,4.4,Low Visibility
Low Fat,FDX58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044,13.15,182.9,4.4,Low Visibility
Low Fat,FDA21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036,13.65,185.29,4.4,Low Visibility
Low Fat,FDG59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043,15.85,37.52,4.4,Low Visibility
Regular,FDL12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.122,15.85,60.22,4.4,High Visibility
Regular,FDU37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104,9.5,77.9,4.4,High Visibility
Regular,FDE14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031,13.65,100.07,4.4,Low Visibility
Regular,FDB14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.103,20.25,94.31,4.4,High Visibility
Regular,FDT26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.068,18.85,119.04,4.4,High Visibility
Regular,FDS19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064,13.8,75.8,4.4,High Visibility
Regular,FDH31,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,12.0,99.9,4.4,Low Visibility
Regular,FDO15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009,16.75,73.2,4.4,Low Visibility
Regular,FDG34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038,11.5,109.53,4.4,Low Visibility
Regular,FDH47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.129,13.5,95.41,4.4,High Visibility
Regular,FDL38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015,13.8,90.92,4.4,Low Visibility
Low Fat,DRL60,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.045,8.52,153.57,4.4,Low Visibility
Low Fat,FDK38,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.089,6.65,147.07,4.4,High Visibility
Low Fat,FDR02,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.037,16.7,109.19,4.4,Low Visibility
Low Fat,DRI51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.071,17.25,170.38,4.4,High Visibility
Low Fat,FDC41,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.196,15.6,77.37,4.4,High Visibility
Low Fat,NCM05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.1,6.825,262.72,4.4,High Visibility
Low Fat,NCI29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.055,8.6,141.12,4.4,High Visibility
Low Fat,NCR53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.243,12.15,226.54,4.4,High Visibility
Low Fat,NCF06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.034,6.235,259.0,4.4,Low Visibility
Low Fat,NCV42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.053,6.26,111.02,4.4,Low Visibility
Low Fat,NCU54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.165,8.88,207.73,4.4,High Visibility
Low Fat,NCK18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.011,9.6,166.92,4.4,Low Visibility
Low Fat,NCC30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.046,16.6,176.63,4.4,Low Visibility
Low Fat,NCF42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.28,17.35,177.57,4.4,High Visibility
Low Fat,FDP15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0,15.2,256.03,4.4,Low Visibility
Low Fat,DRB25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.116,12.3,107.09,4.4,High Visibility
Regular,FDM02,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.123,12.5,86.02,4.4,High Visibility
Regular,FDA01,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.091,15.0,60.29,4.4,High Visibility
Regular,FDI16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.227,14.0,54.36,4.4,High Visibility
Regular,FDV28,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267,16.1,34.96,4.4,High Visibility
Regular,FDF08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.109,14.3,88.29,4.4,High Visibility
Regular,FDW51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.158,6.155,213.76,4.4,High Visibility
Regular,FDB58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.023,10.5,140.62,4.4,Low Visibility
Regular,FDZ59,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.174,6.63,166.85,4.4,High Visibility
Low Fat,FDK36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.007,7.09,48.1,4.4,Low Visibility
Low Fat,FDZ27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.017,7.935,50.04,4.4,Low Visibility
Low Fat,FDS48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.028,15.15,150.47,4.4,Low Visibility
Low Fat,FDC02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.069,21.35,260.43,4.4,High Visibility
Low Fat,FDI15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.141,13.8,263.79,4.4,High Visibility
Low Fat,DRJ39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.036,20.25,217.55,4.4,Low Visibility
Low Fat,FDT40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.096,5.985,125.87,4.4,High Visibility
Low Fat,FDE29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.143,8.905,61.69,4.4,High Visibility
Low Fat,FDT28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.064,13.3,149.97,4.4,High Visibility
Low Fat,FDK41,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.127,14.3,86.82,4.4,High Visibility
Low Fat,FDE45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.04,12.1,180.0,4.4,Low Visibility
Low Fat,FDZ20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.034,16.1,255.24,4.4,Low Visibility
Low Fat,FDT31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.012,19.75,189.99,4.4,Low Visibility
Low Fat,FDP20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.046,19.85,128.1,4.4,Low Visibility
Low Fat,DRM59,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.004,5.88,155.6,4.4,Low Visibility
Low Fat,DRL35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.031,15.7,44.78,4.4,Low Visibility
Low Fat,DRP35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.091,18.85,127.13,4.4,High Visibility
Low Fat,NCU17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0,5.32,101.77,4.4,Low Visibility
Low Fat,NCU53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.043,5.485,164.88,4.4,Low Visibility
Low Fat,NCT05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.021,10.895,256.57,4.4,Low Visibility
Low Fat,NCC19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.097,6.57,192.38,4.4,High Visibility
Low Fat,NCV54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.033,11.1,116.51,4.4,Low Visibility
Low Fat,NCF19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.035,13.0,47.9,4.4,Low Visibility
Low Fat,NCE30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.099,16.0,212.69,4.4,High Visibility
Low Fat,NCG19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.148,20.25,234.86,4.4,High Visibility
Low Fat,FDT21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.02,7.42,248.01,4.4,Low Visibility
Low Fat,FDT57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.019,15.2,238.72,4.4,Low Visibility
Low Fat,FDP46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.075,15.35,91.88,4.4,High Visibility
Low Fat,FDZ09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.105,17.6,165.29,4.4,High Visibility
Low Fat,DRF13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0,12.1,145.14,4.4,Low Visibility
Low Fat,DRG36,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.095,14.15,171.81,4.4,High Visibility
Regular,FDJ12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.039,8.895,209.03,4.4,Low Visibility
Regular,FDZ49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.133,11.0,222.08,4.4,High Visibility
Regular,FDW52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037,14.0,164.25,4.4,Low Visibility
Regular,FDY16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.092,18.35,184.83,4.4,High Visibility
Regular,FDZ43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.057,11.0,241.95,4.4,High Visibility
Regular,FDE33,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.05,19.35,77.06,4.4,Low Visibility
Regular,FDU43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0,19.35,238.66,4.4,Low Visibility
Regular,FDU51,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.096,20.2,178.5,4.4,High Visibility
Regular,FDW21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.006,5.34,101.64,4.4,Low Visibility
Regular,FDI21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.057,5.59,62.62,4.4,High Visibility
Regular,FDI58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.071,7.64,91.21,4.4,High Visibility
Regular,FDJ21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.038,16.7,147.51,4.4,Low Visibility
Low Fat,NCJ29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.035,10.6,84.42,4.4,Low Visibility
Regular,FDW09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.026,13.65,81.13,4.4,Low Visibility
Low Fat,FDB45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021,20.85,104.63,4.4,Low Visibility
Low Fat,FDO37,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,8.06,232.73,4.4,Low Visibility
Low Fat,FDO25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128,6.3,209.63,4.4,High Visibility
Low Fat,FDY25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034,12.0,180.2,4.4,Low Visibility
Low Fat,FDX02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057,16.0,224.34,4.4,High Visibility
Low Fat,FDK16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.116,9.065,95.31,4.4,High Visibility
Low Fat,FDB08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031,6.055,160.36,4.4,Low Visibility
Low Fat,FDS55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.02,148.17,4.4,Low Visibility
Low Fat,FDU55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036,16.2,260.33,4.4,Low Visibility
Low Fat,NCH42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037,6.86,229.6,4.4,Low Visibility
Low Fat,NCO02,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074,11.15,66.21,4.4,High Visibility
Low Fat,FDK22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026,9.8,215.68,4.4,Low Visibility
Low Fat,FDC58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042,10.195,42.54,4.4,Low Visibility
Low Fat,FDP58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.136,11.1,220.05,4.4,High Visibility
Regular,FDV48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052,9.195,77.46,4.4,Low Visibility
Regular,FDK60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094,16.5,98.91,4.4,High Visibility
Regular,FDS59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044,14.8,109.06,4.4,Low Visibility
Regular,FDN25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061,7.895,57.76,4.4,High Visibility
Regular,FDG38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,8.975,84.92,4.4,Low Visibility
Regular,FDM02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074,12.5,87.92,4.4,High Visibility
Regular,FDY28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.153,7.47,214.42,4.4,High Visibility
Regular,FDT16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049,9.895,260.23,4.4,Low Visibility
Regular,FDQ40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036,11.1,176.07,4.4,Low Visibility
Regular,FDU28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094,19.2,187.52,4.4,High Visibility
Regular,FDC57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.055,20.1,194.28,4.4,High Visibility
Regular,FDN46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.145,7.21,103.13,4.4,High Visibility
Regular,FDT10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062,16.7,60.66,4.4,High Visibility
Low Fat,FDZ33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.108,10.195,146.51,4.4,High Visibility
Low Fat,NCJ05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.046,12.15,152.37,4.4,Low Visibility
Low Fat,FDN01,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.072,10.695,177.94,4.4,High Visibility
Low Fat,FDC02,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.068,12.15,259.33,4.4,High Visibility
Low Fat,FDS01,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.018,12.15,175.97,4.4,Low Visibility
Low Fat,DRI39,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.097,13.35,54.89,4.4,High Visibility
Low Fat,FDB53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.139,12.85,147.54,4.4,High Visibility
Low Fat,FDI28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026,12.85,79.03,4.4,Low Visibility
Low Fat,FDL04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.111,12.85,106.76,4.4,High Visibility
Low Fat,DRJ59,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0,10.1,39.02,4.4,Low Visibility
Low Fat,DRL35,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.031,10.1,41.88,4.4,Low Visibility
Low Fat,NCI29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032,12.15,139.92,4.4,Low Visibility
Low Fat,NCK29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.15,125.17,4.4,Low Visibility
Low Fat,NCM05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.06,12.15,263.72,4.4,High Visibility
Low Fat,NCO29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032,12.15,164.15,4.4,Low Visibility
Low Fat,NCP17,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.028,12.15,62.22,4.4,Low Visibility
Low Fat,NCE42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.011,13.15,235.0,4.4,Low Visibility
Low Fat,NCI42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.01,13.15,208.5,4.4,Low Visibility
Low Fat,NCQ54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.012,13.15,168.35,4.4,Low Visibility
Low Fat,FDV45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.045,13.15,187.46,4.4,Low Visibility
Regular,FDO49,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033,10.695,49.3,4.4,Low Visibility
Regular,FDB02,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029,12.15,177.84,4.4,Low Visibility
Regular,FDE51,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.096,13.35,43.71,4.4,High Visibility
Regular,FDR19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.159,13.1,145.51,4.4,High Visibility
Regular,FDR31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.049,13.1,147.41,4.4,Low Visibility
Regular,FDT07,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.077,13.1,257.13,4.4,High Visibility
Regular,FDI07,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034,12.35,197.24,4.4,Low Visibility
Regular,FDU28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.094,19.2,187.82,4.3,High Visibility
Low Fat,DRI11,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034,10.1,113.28,4.3,Low Visibility
Regular,FDE51,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.161,5.925,45.51,4.3,High Visibility
Low Fat,FDU02,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103,13.35,230.64,4.3,High Visibility
Low Fat,FDA46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.118,13.6,192.91,4.3,High Visibility
Low Fat,FDF09,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.012,13.1,38.28,4.3,Low Visibility
Regular,FDL12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.122,15.85,59.22,4.3,High Visibility
Low Fat,FDQ10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033,12.85,172.34,4.3,Low Visibility
Regular,FDZ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.161,16.85,192.45,4.3,High Visibility
Low Fat,FDY25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034,12.15,180.6,4.3,Low Visibility
Regular,FDR28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026,13.85,161.52,4.3,Low Visibility
Low Fat,FDX20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.043,7.365,226.17,4.3,Low Visibility
Low Fat,DRF49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.071,7.27,114.25,4.3,High Visibility
Regular,DRL01,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.078,19.5,233.5,4.3,High Visibility
Regular,FDB35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.065,12.3,92.68,4.3,High Visibility
Low Fat,NCN55,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,14.6,238.85,4.3,High Visibility
Low Fat,FDG52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066,13.65,45.74,4.3,High Visibility
Regular,FDR44,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.0,6.11,131.3,4.3,Low Visibility
Low Fat,FDX15,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.156,17.2,160.66,4.3,High Visibility
Low Fat,DRJ13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.063,12.65,161.56,4.3,High Visibility
Low Fat,FDF14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027,7.55,152.33,4.3,Low Visibility
Regular,FDU44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058,12.15,163.46,4.3,High Visibility
Regular,FDT39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,6.26,151.14,4.3,Low Visibility
Low Fat,FDE08,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.083,18.2,147.37,4.3,High Visibility
Regular,FDV60,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.117,11.65,196.21,4.3,High Visibility
Low Fat,NCQ54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013,17.7,167.05,4.3,Low Visibility
Low Fat,FDX19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.097,19.1,235.1,4.3,High Visibility
Regular,FDS33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.123,6.67,89.15,4.3,High Visibility
Low Fat,DRQ35,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.042,10.1,122.44,4.3,Low Visibility
Low Fat,DRI37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.108,15.85,59.59,4.3,High Visibility
Regular,FDU09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067,7.71,55.3,4.3,High Visibility
Regular,FDH26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.035,19.25,141.75,4.3,Low Visibility
Regular,FDL51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048,20.7,212.59,4.3,Low Visibility
Low Fat,NCA54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.037,16.5,180.03,4.3,Low Visibility
Low Fat,FDB34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027,15.25,86.22,4.3,Low Visibility
Low Fat,FDT57,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.032,15.2,235.12,4.3,Low Visibility
Low Fat,NCE19,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.093,8.97,52.8,4.3,High Visibility
Low Fat,FDZ38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008,17.6,174.24,4.3,Low Visibility
Regular,FDF10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.157,15.5,149.14,4.3,High Visibility
Low Fat,NCO54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014,13.15,56.76,4.3,Low Visibility
Low Fat,FDO28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072,5.765,119.91,4.3,High Visibility
Low Fat,FDU25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,12.35,56.42,4.3,Low Visibility
Regular,FDA40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.099,16.0,87.49,4.3,High Visibility
Low Fat,FDQ37,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.149,20.75,192.85,4.3,High Visibility
Low Fat,NCX42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.006,6.36,163.65,4.3,Low Visibility
Low Fat,NCD19,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.022,8.93,56.06,4.3,Low Visibility
Low Fat,DRG01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.045,14.8,76.47,4.3,Low Visibility
Low Fat,DRH13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024,8.575,106.33,4.3,Low Visibility
Regular,FDO22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.018,13.5,81.6,4.3,Low Visibility
Low Fat,DRE25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073,15.35,92.11,4.3,High Visibility
Low Fat,NCF42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.167,17.35,175.67,4.3,High Visibility
Regular,FDZ01,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.015,8.975,101.9,4.3,Low Visibility
Low Fat,FDY51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081,12.5,220.78,4.3,High Visibility
Low Fat,FDA34,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.015,13.175,174.41,4.3,Low Visibility
